,Ponto de Bezier,A - Coordenada X,A - Coordenada Y,AoA,Reynolds,CL,CD
1551,4,0.031,-0.0596,3.11,1111013.59,0.028,0.00855
1552,2,0.0893,0.0367,1.56,996512.41,0.2323,0.00801
1553,3,0.099,-0.0509,-11.16,2347593.27,-1.252,0.01376
1554,2,0.0694,0.0711,10.9,3318956.91,1.4121,0.01493
1555,4,-0.0927,-0.0268,-1.83,3647683.45,-0.3051,0.00571
1556,3,-0.0174,-0.0793,9.9,3276906.95,1.03,0.00812
1557,4,-0.1599,0.0028,-11.71,4230680.83,-1.2285,0.01289
1558,3,-0.0037,-0.0607,-16.11,273840.29,-0.4976,0.20426
1559,1,-0.0275,-0.0112,-6.53,1581911.43,-0.7957,0.00959
1560,2,0.1621,0.0579,-6.91,3594988.87,-0.6918,0.01186
1561,1,-0.0118,0.0156,-0.6,3484509.97,0.0343,0.01187
1562,1,-0.0489,-0.033,4.59,536624.32,0.1897,0.0946
1563,4,-0.1199,0.0424,6.75,1445800.02,0.9142,0.01016
1564,2,0.0312,0.0375,9.85,4394534.17,1.199,0.00984
1565,2,0.0511,0.0647,-17.79,4707400.79,-1.6716,0.01556
1566,4,-0.1761,-0.0399,-5.68,4428176.08,-0.7668,0.00662
1567,3,-0.0351,-0.0468,10.35,727376.4,1.0562,0.01311
1568,3,-0.1118,-0.0253,2.72,1798491.05,0.2731,0.00704
1569,4,-0.1031,-0.0585,3.16,2539123.15,0.1208,0.00774
1570,4,-0.1804,-0.0761,11.23,464180.03,0.5393,0.05374
1571,2,-0.066,-0.0336,1.09,3064606.7,0.072,0.01114
1572,2,-0.0415,0.0888,-5.02,699038.6,-0.3586,0.01058
1573,2,0.1857,0.0652,13.87,3185845.56,0.6459,0.11513
1574,1,-0.032,-0.0287,-1.15,4900928.99,-0.2948,0.00677
1575,3,-0.0384,-0.0755,-14.79,3167854.39,-1.2076,0.05102
1576,3,-0.0316,-0.0092,-6.7,487117.62,-0.5809,0.05288
1577,2,0.1027,0.0611,12.9,4187592.42,0.6813,0.10979
1578,4,-0.1108,0.0058,18.57,595323.2,0.6346,0.20389
1579,3,0.1943,-0.09,18.38,455907.56,0.5002,0.18554
1580,3,0.0107,-0.0749,-11.9,2082494.05,-1.3541,0.0166
1581,2,0.117,0.0224,-9.66,3903156.5,-1.0291,0.01064
1582,3,0.0095,-0.0765,-1.5,2086534.33,-0.2501,0.00686
1583,2,-0.0186,0.0385,-10.75,1111562.74,-1.0944,0.01104
1584,3,0.0409,-0.0769,8.89,4419456.83,0.9276,0.00787
1585,4,-0.0319,-0.0081,-3.2,3982209.35,-0.3769,0.00604
1586,4,-0.006,0.063,3.84,3653843.79,0.6845,0.00784
1587,3,0.0529,-0.0822,-2.36,2174767.15,-0.351,0.00689
1588,1,0.102,0.0,-4.55,2780924.76,-0.3681,0.02652
1589,2,-0.1292,0.0487,-16.25,3587706.74,-1.3611,0.01699
1590,4,0.0004,-0.0333,-19.4,3066389.58,-0.6495,0.2118
1591,4,-0.0164,-0.0323,1.33,4198938.19,-0.0003,0.00653
1592,2,0.021,0.0768,-2.45,4241139.55,-0.1068,0.00736
1593,4,-0.1845,0.0347,-0.37,1114566.33,0.1272,0.00742
1594,4,-0.1229,-0.0722,1.55,3121736.61,-0.1092,0.00727
1595,2,-0.0498,0.0431,-7.08,4891887.31,-0.7018,0.00655
1596,1,-0.0248,-0.023,-11.45,3062617.38,-1.3921,0.01174
1597,4,-0.062,0.0117,4.73,2317606.56,0.5951,0.0075
1598,4,-0.0382,0.0648,2.14,1554361.45,0.5047,0.00805
1599,4,-0.1984,0.0124,9.27,2934028.1,1.0918,0.01063
1600,4,-0.197,0.0411,-1.61,4491077.61,0.0081,0.00887
1601,3,-0.166,-0.0385,-18.52,1107438.61,-0.641,0.2025
1602,4,-0.0083,-0.0777,-3.89,2648922.25,-0.7661,0.0051
1603,2,0.0925,0.0822,-10.58,3135213.7,-1.042,0.0116
1604,1,-0.0289,-0.02,9.84,2510142.73,0.5879,0.08419
1605,2,0.1701,0.0475,-3.25,813406.24,-0.3186,0.03203
1606,4,0.1787,-0.0855,-5.01,655681.23,-0.5125,0.02493
1607,4,0.0708,-0.0538,-6.41,3507958.97,-0.807,0.02025
1608,4,-0.0789,-0.0664,-4.04,2779459.38,-0.7143,0.00556
1609,2,0.0926,0.0405,-11.85,4756896.57,-1.2374,0.01117
1610,4,0.0237,0.0571,5.42,4580715.89,0.8285,0.00702
1611,1,0.0396,-0.0085,6.01,862295.95,0.4158,0.0735
1612,3,0.0648,-0.0684,6.79,2344354.4,0.6972,0.00764
1613,4,-0.1741,-0.0216,-19.19,1053340.88,-0.8269,0.13334
1614,4,-0.1261,-0.0812,-14.58,719251.66,-1.0199,0.06582
1615,2,-0.0428,0.0664,-2.64,4152977.53,-0.144,0.00707
1616,4,0.1459,-0.0219,-3.46,444331.35,-0.5311,0.0122
1617,4,-0.0941,0.0137,8.1,4716291.91,0.9567,0.00963
1618,2,-0.012,0.0674,-16.02,235860.6,-1.2079,0.03596
1619,2,-0.06,0.0523,13.94,774741.04,0.4549,0.20063
1620,4,0.0885,0.0714,-1.57,4561602.13,0.1291,0.01339
1621,4,-0.063,0.0591,4.79,4671274.81,0.7704,0.00652
1622,2,-0.0031,0.0084,-11.89,788547.14,-0.846,0.0424
1623,4,0.0209,-0.0601,-1.52,3013128.41,-0.4617,0.00549
1624,3,-0.0247,-0.0632,-2.42,1838345.76,-0.3333,0.00725
1625,4,0.0484,0.0423,-4.66,4881136.25,-0.322,0.0055
1626,3,0.0104,0.0239,-16.45,1480673.02,-0.5861,0.18268
1627,3,0.0512,-0.0544,7.07,787869.47,0.7635,0.0104
1628,2,0.0607,0.0888,3.72,3368920.14,0.6463,0.00986
1629,3,-0.0812,-0.0145,-2.62,2455360.78,-0.2968,0.00659
1630,4,0.071,-0.0298,-2.75,1422591.22,-0.4598,0.00472
1631,4,-0.1572,-0.025,1.89,4082076.2,0.1367,0.00677
1632,2,0.1043,0.0855,-2.88,4576368.08,-0.151,0.00862
1633,2,0.1702,0.033,8.65,3472532.76,1.0013,0.00984
1634,4,-0.1209,-0.0706,6.35,3091616.22,0.4318,0.00864
1635,4,0.0147,-0.0406,0.53,426196.96,-0.1277,0.00717
1636,4,-0.1594,-0.0436,3.96,638814.77,0.2569,0.0119
1637,2,0.0773,0.0271,-5.93,1633886.93,-0.6053,0.00912
1638,2,0.0452,0.047,1.94,4525689.29,0.3215,0.00617
1639,4,-0.1574,-0.0498,-1.61,3863694.24,-0.3676,0.00718
1640,3,0.0201,-0.0377,-9.36,163239.76,-0.4954,0.09079
1641,3,0.0582,-0.0696,13.62,3933655.48,1.4148,0.01212
1642,3,-0.1891,0.048,3.41,187354.4,0.4508,0.05337
1643,2,-0.0091,0.0345,3.25,1021082.45,0.4382,0.00921
1644,3,0.0027,-0.0787,-12.68,2402556.51,-1.426,0.01762
1645,2,-0.0429,0.0526,-11.24,2770409.08,-1.1088,0.01067
1646,3,-0.1148,-0.0819,-7.62,2200320.93,-0.9522,0.01394
1647,4,0.1194,0.0743,-3.38,501126.11,-0.0535,0.01088
1648,4,0.0168,0.0136,-8.65,256559.13,-0.487,0.07598
1649,4,-0.0817,-0.0553,4.53,922081.93,0.261,0.00951
1650,4,0.1775,-0.0569,2.19,4520650.76,0.0644,0.00871
1651,4,-0.1723,-0.0391,-7.28,3503913.93,-0.9337,0.0099
1652,2,-0.1733,0.0806,-3.71,4558388.89,-0.2093,0.00805
1653,2,0.1209,-0.0048,-0.04,3928663.91,-0.0375,0.00751
1654,2,0.0868,0.0552,3.95,2918958.77,0.559,0.00672
1655,4,0.0482,-0.0028,2.65,4317705.87,0.2688,0.00792
1656,3,0.1803,-0.0195,5.09,3281739.87,0.5488,0.00736
1657,3,0.1008,-0.0256,11.61,3767443.13,1.2217,0.01268
1658,2,0.0369,0.0743,-0.66,4699824.87,0.0966,0.00713
1659,3,0.0886,-0.0849,6.21,3257845.76,0.6215,0.00886
1660,4,0.0892,0.0093,3.59,825162.66,0.3908,0.00882
1661,4,0.1888,0.0622,0.92,2376873.8,0.3774,0.00794
1662,2,-0.0151,0.0028,1.1,4558560.6,0.1235,0.00574
1663,2,-0.0909,0.0197,-1.74,4688967.31,-0.1397,0.0064
1664,3,0.0471,0.0275,-0.44,2033822.74,-0.0164,0.00864
1665,4,-0.1831,0.0107,-6.8,415761.67,-0.6267,0.03304
1666,3,0.0298,-0.0458,9.51,2621412.56,1.0272,0.00991
1667,2,0.1634,0.0733,4.65,539047.2,-0.0046,0.08267
1668,2,-0.0744,0.0673,-11.84,2738999.38,-1.1309,0.01069
1669,3,-0.0141,-0.0463,9.54,4440375.7,1.0224,0.00843
1670,2,0.0508,0.0258,12.47,793391.54,1.0941,0.02754
1671,2,0.1088,0.0342,4.45,4249285.74,0.5513,0.00526
1672,4,0.088,0.0661,5.43,2171884.75,0.8637,0.00822
1673,4,-0.1646,-0.0454,11.0,2996333.4,1.0312,0.01393
1674,2,-0.0106,0.0422,1.43,3744154.97,0.2586,0.00664
1675,3,0.0195,-0.0597,2.62,1280452.63,0.2363,0.00684
1676,4,-0.0874,0.0743,4.39,3131305.67,0.7792,0.00689
1677,2,-0.1784,0.0058,-0.8,3066455.28,-0.0575,0.0082
1678,4,0.1552,0.005,1.98,573300.96,0.1813,0.00828
1679,4,0.0341,-0.0356,-1.53,689672.53,-0.3365,0.00588
1680,3,-0.0986,-0.0814,2.56,875015.0,0.1984,0.00831
1681,2,0.0195,0.0686,-0.86,328247.18,0.0349,0.01758
1682,3,0.0681,-0.0425,-6.76,3545680.64,-0.7977,0.00852
1683,4,-0.1151,-0.0185,-16.07,231432.76,-0.8895,0.07956
1684,3,-0.0582,0.0072,5.15,547928.96,0.6017,0.02076
1685,1,-0.0157,-0.0399,11.08,2012790.07,0.5154,0.12215
1686,2,0.0801,0.0279,-5.57,2347199.92,-0.5785,0.00932
1687,2,0.0399,0.0561,16.83,203020.39,0.4966,0.20905
1688,2,0.0306,0.0179,4.73,4054129.67,0.5555,0.00608
1689,3,0.0789,0.0089,-2.8,323762.22,-0.387,0.00741
1690,2,-0.0335,0.0348,8.62,2519453.4,1.0528,0.0137
1691,3,0.1751,-0.0757,-7.87,2704443.64,-0.9652,0.01052
1692,4,-0.113,-0.0765,2.42,3638868.09,-0.0341,0.00753
1693,3,0.0565,-0.0735,16.54,396538.52,0.5158,0.16
1694,3,0.0431,-0.0666,6.84,3706744.11,0.7002,0.00686
1695,2,0.0421,-0.0257,0.82,322291.45,0.0201,0.00696
1696,4,-0.1369,0.0713,9.46,3255541.77,1.2997,0.01149
1697,2,0.0463,0.0118,3.54,2375456.69,0.3982,0.00579
1698,2,0.1897,0.0121,5.54,268993.12,0.6157,0.01364
1699,2,0.0131,0.0456,9.7,4230217.8,1.2169,0.01009
1700,1,0.0353,0.017,1.08,1642815.98,0.2261,0.00935
1701,3,-0.1067,-0.0064,1.93,3004986.8,0.1958,0.00793
1702,4,0.0219,-0.0721,-1.36,2450020.85,-0.494,0.00559
1703,3,-0.0468,-0.0677,-0.88,498980.15,-0.1543,0.00921
1704,4,0.1745,0.0436,4.99,4774902.59,0.7173,0.00813
1705,2,0.006,0.0289,-0.59,4769652.49,-0.0072,0.006
1706,4,-0.0178,-0.025,0.65,4984854.36,-0.0374,0.00706
1707,4,0.0023,0.0135,0.7,448108.09,0.1323,0.00574
1708,3,0.0447,-0.0662,19.7,4777315.6,1.633,0.02474
1709,3,0.0751,-0.053,1.27,2266421.36,0.0913,0.00767
1710,4,-0.0857,-0.0052,-11.8,3438687.21,-1.2366,0.01496
1711,3,0.1518,0.0245,0.27,622158.18,0.0681,0.01091
1712,4,0.0722,-0.0497,2.98,4515117.15,0.0564,0.00673
1713,4,0.0636,0.0414,-3.71,4570940.67,-0.2293,0.00599
1714,3,-0.0351,-0.0281,-5.2,563133.75,-0.6008,0.03588
1715,4,-0.0599,-0.0196,-10.74,486010.9,-0.9205,0.03082
1716,2,0.0029,0.0022,-4.96,287610.49,-0.5753,0.01939
1717,2,-0.029,0.0307,-9.11,1911697.81,-0.9613,0.00842
1718,4,-0.1512,0.0499,2.95,310140.26,0.5417,0.00769
1719,2,-0.0282,0.0201,-10.89,3871424.84,-1.1331,0.01043
1720,2,0.1385,0.0643,4.3,1987839.23,0.6,0.01265
1721,3,0.0879,-0.0558,-8.91,3093702.46,-1.0609,0.01069
1722,3,-0.0251,-0.0499,5.54,797506.61,0.6288,0.00777
1723,4,-0.0796,0.0131,-15.0,4929030.39,-1.2835,0.02633
1724,4,-0.1957,0.0173,-10.49,1849456.04,-1.0327,0.01575
1725,2,-0.1966,0.0052,-0.35,1999187.04,-0.0108,0.00861
1726,1,0.1596,-0.0144,-2.9,4092146.15,-0.2678,0.01095
1727,3,-0.0742,-0.0746,-11.48,2765224.48,-1.2573,0.0203
1728,2,-0.1375,0.0592,2.6,1158992.08,0.099,0.06688
1729,2,-0.0919,0.081,-15.92,235077.34,-1.1645,0.02701
1730,2,0.0817,0.0081,0.21,3586829.19,0.0196,0.00713
1731,3,0.1443,-0.0136,1.57,206058.92,0.2335,0.0094
1732,4,-0.1146,0.0234,-9.65,1797209.67,-0.9103,0.01744
1733,2,0.0446,0.0295,2.45,4955055.39,0.3336,0.0055
1734,3,0.1978,-0.0603,17.23,4568852.19,1.4088,0.02524
1735,2,-0.0797,0.0625,-3.79,2003118.96,-0.2785,0.00753
1736,4,-0.1543,-0.0664,10.92,4962628.48,0.946,0.01114
1737,3,-0.0981,0.0157,-0.36,931461.51,-0.03,0.00987
1738,1,-0.0118,-0.037,-19.52,1146743.75,-1.7853,0.04572
1739,4,-0.1114,-0.0738,-15.68,805719.88,-0.9945,0.07887
1740,4,0.0121,0.0777,4.92,2321876.2,0.8525,0.00777
1741,3,0.0272,-0.0378,12.22,161498.75,0.635,0.07264
1742,2,-0.1659,0.0407,-1.16,2804400.78,-0.0197,0.00836
1743,2,-0.039,0.0286,6.44,4532057.67,0.7823,0.00892
1744,4,-0.1478,0.0498,4.43,321759.42,0.6796,0.01399
1745,3,0.1031,-0.038,0.1,388074.16,0.0001,0.00736
1746,4,-0.1008,-0.0883,4.88,1109724.23,0.1677,0.01031
1747,4,0.1199,-0.0182,2.11,3495827.04,0.1108,0.00837
1748,3,0.0009,-0.0101,10.38,3778495.69,1.1085,0.01279
1749,3,-0.1289,0.0206,-7.26,3454308.91,-0.588,0.04833
1750,4,0.1413,0.0694,3.59,4581689.28,0.6947,0.00766
1751,2,-0.0105,0.0823,-5.39,3873816.94,-0.4359,0.00757
1752,4,0.1723,-0.0891,5.43,3590528.46,0.1452,0.00762
1753,1,-0.0409,-0.0225,4.64,3810311.92,0.3794,0.00848
1754,4,0.1049,-0.0376,-2.53,3681934.65,-0.455,0.00718
1755,4,0.0145,-0.0505,13.82,667912.81,0.3603,0.14157
1756,4,0.1822,-0.0188,13.97,196122.33,0.4657,0.15023
1757,4,-0.1724,-0.0397,-9.51,4782508.55,-1.1691,0.01138
1758,2,0.1319,0.0662,5.39,444326.16,0.1983,0.0933
1759,3,0.0265,-0.0127,-5.07,4201618.62,-0.5623,0.0074
1760,3,-0.0059,-0.0777,1.79,3750568.56,0.1199,0.00648
1761,2,0.0995,0.0436,1.72,1500448.08,0.2679,0.00762
1762,2,0.1315,0.0745,-11.54,4054410.36,-1.1642,0.01233
1763,3,0.1796,-0.0706,-9.21,637641.87,-1.0638,0.01594
1764,2,0.1292,0.007,6.37,2046068.38,0.6256,0.03136
1765,2,-0.0327,0.048,-14.42,250148.82,-1.2593,0.02153
1766,2,-0.0239,0.0552,10.32,4756853.69,1.2987,0.01276
1767,4,0.0836,-0.0195,-0.87,1913662.99,-0.2164,0.006
1768,4,-0.1,-0.0094,-8.6,3786736.11,-0.9703,0.00955
1769,4,-0.1323,-0.0271,-14.85,1083579.48,-1.1857,0.03225
1770,4,0.1066,-0.0063,0.27,2268951.66,-0.0268,0.00872
1771,3,-0.1213,-0.0361,6.6,663332.48,0.7016,0.01109
1772,3,-0.062,-0.0515,0.7,3068893.54,0.0234,0.00634
1773,2,0.1156,0.0561,1.0,456040.49,0.139,0.02843
1774,4,0.0893,-0.0763,-1.89,806974.7,-0.5048,0.00651
1775,3,-0.0462,-0.0424,5.45,2733058.04,0.5555,0.00757
1776,3,0.0401,-0.0751,-18.26,4811607.47,-1.7394,0.02243
1777,4,-0.1556,-0.0552,15.64,344220.19,0.3851,0.16988
1778,2,-0.0057,0.0455,12.23,1233164.34,1.3485,0.02135
1779,2,0.0299,0.082,1.42,4321711.26,0.3686,0.00753
1780,3,0.0529,-0.0418,-1.36,4408815.08,-0.1955,0.00678
1781,4,0.18,-0.0217,0.38,653995.64,-0.1389,0.00596
1782,2,-0.1604,0.0771,-13.38,1756942.65,-1.205,0.01187
1783,3,0.0367,-0.0887,13.07,2319070.4,1.3367,0.01241
1784,2,-0.001,0.0152,5.21,227436.36,0.6323,0.02297
1785,4,0.0051,-0.069,-1.85,2780223.11,-0.5277,0.00535
1786,4,-0.0108,-0.0059,1.78,447857.57,0.1682,0.00662
1787,4,-0.028,-0.006,0.03,4395748.59,-0.0168,0.00776
1788,3,0.0061,-0.0876,19.48,1838194.03,1.5744,0.02624
1789,3,-0.1346,0.0307,-0.77,2639859.74,-0.0575,0.00636
1790,2,0.0446,0.0762,-13.24,4873067.45,-1.3507,0.01111
1791,4,-0.1866,-0.0382,2.81,3915415.74,0.1958,0.00728
1792,1,0.0765,-0.0104,-3.29,3936635.79,-0.3539,0.00776
1793,2,0.1131,0.0488,2.72,3761699.5,0.3957,0.00646
1794,2,-0.0968,-0.026,2.83,2448589.62,0.2579,0.01005
1795,1,0.0016,-0.0211,8.31,233279.26,0.3283,0.12934
1796,3,-0.0908,-0.081,-7.09,1862011.86,-0.9071,0.01234
1797,2,0.02,0.0744,5.39,1303724.46,0.4955,0.05835
1798,4,-0.0728,-0.0576,-6.66,4014810.24,-0.9253,0.00943
1799,3,-0.0643,-0.0681,18.02,939434.76,1.3498,0.03184
1800,2,0.1294,0.0689,-11.63,3542159.54,-1.1749,0.01316
1801,4,0.1756,-0.0467,3.27,3529475.38,0.1551,0.00891
1802,3,-0.0275,-0.0881,-0.49,3332434.88,-0.1558,0.00668
1803,3,-0.0724,0.0543,-3.5,661903.02,-0.3165,0.01075
1804,4,0.0407,-0.0054,0.13,332911.38,-0.0189,0.00665
1805,4,-0.0552,0.0274,2.65,1035145.45,0.4229,0.00766
1806,3,0.1407,-0.0721,-11.56,3205151.58,-1.332,0.0133
1807,2,0.0249,0.0447,4.3,3330352.76,0.5841,0.00686
1808,1,0.0193,-0.0045,-1.32,1139423.08,-0.1407,0.00541
1809,4,-0.1267,0.0373,3.55,418520.33,0.5486,0.01039
1810,4,0.1301,0.0128,0.02,2956447.87,0.0316,0.00803
1811,4,0.0881,-0.0846,-0.71,2992242.99,-0.4085,0.00639
1812,4,-0.0108,-0.07,1.87,1995577.03,-0.1228,0.00745
1813,4,-0.0068,0.0132,2.2,1695534.91,0.2909,0.0066
1814,3,0.0409,0.0051,0.77,4191260.02,0.0878,0.00613
1815,3,0.0851,-0.0602,3.11,3751567.05,0.2937,0.00779
1816,3,0.1287,-0.0828,16.84,3759945.4,1.4731,0.0206
1817,4,0.0979,-0.0398,-4.68,773249.34,-0.6478,0.01237
1818,2,0.0796,0.0668,-17.68,4336695.24,-1.6479,0.01598
1819,4,0.1701,-0.0166,-1.08,835663.71,-0.2666,0.00496
1820,4,0.1662,0.0009,0.14,3794007.02,-0.0263,0.00787
1821,4,-0.1217,0.0075,-0.78,2484436.14,-0.0349,0.00588
1822,4,0.0701,-0.0119,-0.92,445641.08,-0.1756,0.00624
1823,4,-0.0766,0.0584,-10.15,4721239.98,-0.8444,0.01448
1824,3,0.1329,-0.0067,-1.43,1259807.63,-0.1307,0.00696
1825,3,0.1833,-0.0381,-15.66,177926.79,-0.5671,0.14064
1826,4,-0.1673,-0.0728,9.91,4907023.01,0.8299,0.00999
1827,4,-0.0611,-0.0621,7.31,1215122.96,0.4625,0.01642
1828,4,-0.0209,-0.0203,-2.76,4214812.5,-0.3894,0.00601
1829,3,0.0349,-0.0288,-4.46,4093798.12,-0.5164,0.00659
1830,4,-0.0308,-0.0539,-3.05,4974067.4,-0.5832,0.0048
1831,3,0.0106,-0.0159,9.07,2756035.99,1.0006,0.0102
1832,4,0.1403,-0.0389,1.33,1311948.45,-0.0503,0.01037
1833,3,0.1206,-0.0175,-7.05,642899.2,-0.7359,0.0305
1834,4,0.0419,0.0453,2.46,333435.48,0.4646,0.00717
1835,4,-0.0509,0.0586,2.92,2629686.23,0.5663,0.00771
1836,2,-0.175,-0.0193,-3.87,439449.16,-0.3737,0.02805
1837,4,-0.0523,-0.0511,2.88,858737.57,0.0878,0.0092
1838,3,0.0592,-0.0384,-11.79,1063391.35,-1.2725,0.01594
1839,4,-0.1086,-0.0058,3.68,3724075.01,0.3992,0.00639
1840,3,-0.0012,-0.0635,18.17,2470247.87,1.4679,0.02578
1841,3,0.0823,-0.0744,-4.35,4498227.61,-0.5695,0.00601
1842,4,-0.0921,0.0021,-8.37,2215036.93,-0.9135,0.01027
1843,3,0.1742,-0.037,3.9,1730461.5,0.4058,0.00821
1844,1,-0.0531,-0.0264,-4.64,2610638.01,-0.672,0.02322
1845,3,-0.1199,-0.0875,6.64,2447364.08,0.642,0.00633
1846,3,-0.128,-0.054,-8.09,4588105.62,-0.9419,0.01135
1847,4,0.1644,-0.0059,1.55,1411117.23,0.0939,0.00956
1848,2,-0.1125,-0.0001,1.0,2028942.1,0.1197,0.01154
1849,3,0.079,-0.0396,-1.16,375607.93,-0.1581,0.00862
1850,4,-0.1386,-0.0562,7.81,316989.69,0.6428,0.03285
1851,4,-0.1928,0.006,-9.24,3068194.39,-0.9632,0.01142
1852,4,0.1552,-0.0466,-2.27,428699.84,-0.5348,0.00901
1853,3,0.1085,-0.0302,1.29,2320028.71,0.1178,0.00733
1854,4,0.0197,-0.0088,3.83,785525.45,0.3614,0.00948
1855,4,-0.1532,-0.0794,11.35,456287.25,0.3217,0.09508
1856,4,0.0673,-0.057,7.0,204195.23,0.3968,0.04003
1857,2,0.0247,-0.014,3.41,197992.18,0.4226,0.01295
1858,4,-0.1941,-0.0376,-0.36,2225721.22,-0.1593,0.00698
1859,1,-0.0514,-0.0235,-12.29,3014900.66,-1.4732,0.01639
1860,4,-0.1714,-0.0256,-2.09,1134253.76,-0.2983,0.00652
1861,3,0.0267,-0.0792,11.95,3433214.46,1.2462,0.01028
1862,2,-0.104,0.0855,-10.05,1185990.83,-0.8866,0.01171
1863,4,-0.0736,-0.0847,-0.69,183003.24,-0.4545,0.01584
1864,2,0.0446,0.0881,-8.62,2770882.39,-0.8074,0.00985
1865,4,-0.0379,-0.0416,-2.76,3408017.61,-0.4893,0.00475
1866,3,0.001,-0.0065,13.1,469429.39,0.5564,0.1254
1867,4,-0.1732,-0.0022,-19.08,1065318.41,-0.7292,0.15725
1868,4,0.002,-0.0203,-4.03,3517744.6,-0.5173,0.00664
1869,1,-0.0049,-0.0289,-16.4,2086293.32,-1.8695,0.01766
1870,2,-0.0161,0.0823,-15.63,859462.48,-1.4284,0.01543
1871,3,-0.0486,-0.0366,6.69,2160839.64,0.7196,0.00812
1872,4,-0.1281,0.0254,-0.16,2336420.05,0.107,0.0061
1873,3,-0.0807,-0.0442,-1.93,3957860.72,-0.2632,0.00619
1874,3,0.0691,-0.0229,-1.31,3156609.85,-0.1671,0.00751
1875,2,0.049,0.0557,-17.62,3093363.52,-1.5886,0.01804
1876,3,-0.0238,-0.0446,14.99,2088266.4,1.4329,0.01618
1877,3,-0.0973,-0.0589,7.34,4535307.24,0.7491,0.00608
1878,4,-0.0465,0.0288,-1.03,1127251.39,0.0237,0.00696
1879,2,-0.06,0.0729,-10.1,1875244.63,-0.9708,0.0075
1880,4,-0.0329,-0.05,-4.22,3953260.09,-0.6864,0.00467
1881,2,-0.0962,0.0433,-0.4,624783.14,0.046,0.01661
1882,2,-0.1034,0.0502,-2.44,2085448.45,-0.1513,0.00733
1883,2,0.1086,0.0729,2.69,2944169.55,0.4488,0.01128
1884,4,-0.0962,0.0582,-14.3,360561.24,-0.4866,0.16228
1885,1,-0.0308,-0.0153,-12.65,3847571.34,-1.4631,0.01337
1886,4,-0.1459,-0.0676,-4.97,4917043.97,-0.8148,0.00577
1887,4,0.1544,0.0029,1.65,2929248.77,0.1518,0.00827
1888,4,0.1752,-0.0427,7.66,2641960.16,0.4533,0.00879
1889,2,0.0139,0.0602,-11.5,2651766.01,-1.1702,0.00969
1890,4,-0.1024,-0.0112,-0.8,2927189.67,-0.1206,0.00606
1891,3,0.1701,-0.0619,-0.27,3786279.88,-0.0827,0.00735
1892,4,-0.097,0.0648,3.19,1021175.0,0.6109,0.00828
1893,4,-0.196,-0.003,2.99,4338663.42,0.3537,0.00639
1894,4,-0.1701,-0.0815,18.35,4495977.89,1.0302,0.037
1895,3,0.0569,-0.0784,-6.02,4313053.71,-0.7727,0.00707
1896,2,0.1843,-0.0138,-0.77,659957.61,-0.157,0.00805
1897,2,-0.0065,0.0444,-2.04,1886613.5,-0.136,0.00721
1898,4,-0.0595,0.0335,-9.77,1907555.03,-0.8763,0.02025
1899,3,0.0467,0.027,-0.69,1253436.6,-0.0331,0.00731
1900,2,-0.0196,0.0404,-0.75,4583122.69,0.0055,0.00645
1901,1,0.1943,-0.0136,-0.38,3178173.33,0.0171,0.01463
1902,2,-0.025,0.0121,-19.19,3211191.58,-1.3672,0.03997
1903,3,0.1787,-0.0846,7.96,2669197.2,0.8194,0.01075
1904,3,0.1862,-0.0563,10.8,4917459.65,1.1377,0.01128
1905,4,0.0595,-0.049,-4.15,1430092.42,-0.6225,0.00889
1906,3,0.0419,-0.0674,-12.97,4874995.65,-1.4991,0.01241
1907,3,0.1672,-0.0793,-14.14,2741751.25,-1.5143,0.01942
1908,4,-0.1892,-0.0689,19.88,4238401.15,1.0916,0.05077
1909,3,-0.0766,0.0544,-3.47,4307743.87,-0.321,0.00777
1910,4,-0.1778,-0.0656,16.03,2969174.93,1.0658,0.02861
1911,3,-0.1704,0.0664,-3.93,561611.68,-0.3448,0.01088
1912,3,-0.0259,-0.0727,-2.15,1545632.4,-0.3139,0.00756
1913,2,0.16,0.0646,12.9,3355316.07,0.5917,0.1163
1914,4,0.0792,0.0805,-12.18,740655.49,-0.4208,0.13966
1915,2,-0.1763,0.0285,-6.96,4364271.63,-0.6595,0.00834
1916,2,0.0966,0.0713,0.79,1614077.65,0.2243,0.01287
1917,2,0.0567,0.0432,-5.68,3034759.35,-0.5618,0.00907
1918,2,0.0832,0.071,16.24,4786485.0,1.8929,0.01968
1919,4,0.1238,0.0062,6.24,4319261.56,0.6591,0.00731
1920,3,0.0039,-0.033,-4.12,4353686.56,-0.4903,0.00621
1921,2,0.0907,0.0464,-15.62,4097960.8,-1.5065,0.01563
1922,4,0.191,0.0152,-0.06,1604039.29,0.0193,0.00881
1923,3,-0.1871,-0.0476,-18.87,817868.41,-0.5998,0.23321
1924,4,-0.1931,-0.0634,16.27,3206548.7,1.1747,0.02366
1925,2,-0.0402,0.0563,-12.93,2720447.38,-1.2659,0.01233
1926,3,-0.0146,-0.0452,4.89,849175.68,0.5439,0.00717
1927,3,-0.0004,-0.0595,1.42,4443141.26,0.0991,0.00621
1928,4,0.1622,0.0687,-7.36,156729.32,-0.3557,0.0866
1929,3,0.094,-0.0791,-0.01,4579620.55,-0.0793,0.00619
1930,4,-0.0355,-0.0578,-0.75,1794711.27,-0.3367,0.00656
1931,2,0.1966,0.0283,-1.27,4632561.23,-0.1221,0.01128
1932,2,0.0065,0.0015,2.35,3940355.25,0.2565,0.00524
